pl_name,hostname,pl_letter,is_control,earth2_rank,earth2_index,rankable,score_earth_similarity,score_conservative_habitability,score_observational_confidence,score_characterisation_potential,rank_earth_similarity,rank_conservative_habitability,rank_observational_confidence,rank_characterisation_potential,esi_global,esi_global_p16,esi_global_p50,esi_global_p84,esi_interior,esi_surface,hz_conservative,hz_optimistic,hz_conservative_prob,hz_optimistic_prob,hz_position_conservative,hz_conservative_clamped,hz_optimistic_clamped,hz_model_extrapolated,hz_teff_in_range,hz_teff_valid_fraction,hz_teff_offset_from_range_k,rocky_plausibility,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade_p16,pl_rade_p50,pl_rade_p84,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,mass_class,pl_dens_used,esi_density_source,pl_vesc_kms,insol_used,insol_source,teq_used,teq_source,teq_albedo_assumed,pl_orbper,pl_orbsmax,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,st_teff,st_rad,st_mass,st_lum,st_met,st_age,st_spectype,sy_dist,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_gaiamag,sy_tmag,gaia_source_id,gaia_parallax_mas,gaia_parallax_error_mas,gaia_ruwe,gaia_non_single_star,gaia_pmra_masyr,gaia_pmdec_masyr,discoverymethod,disc_year,disc_facility,tran_flag,rv_flag,ttv_flag,pl_controv_flag,sy_snum,sy_pnum,n_references,n_param_sets,rade_rel_spread,composite_parameter_source_count,composite_uses_mixed_sources,default_solution_present,default_solution_parameter_coverage,default_solution_overlap_count,composite_default_median_fractional_difference,n_transmission_points,n_emission_points,has_atmosphere_data,transmission_facilities,emission_facilities,st_nrvc,st_nphot,st_nspec,mc_uncertainty_coverage,mc_params_without_uncertainty,tsm,esm,rv_semi_amplitude_ms,ephemeris_uncertainty_2030_minutes,followup_orbital_separation_au,followup_separation_source,max_angular_separation_mas,reflected_light_contrast_ag0p3,reflected_light_geometric_albedo_assumed,tic_id,hd_name,hip_name
HATS-9 b,HATS-9,b,False,5474,0.057474912729248664,True,0.05878230623819569,0.0,0.9140459161919983,0.8605868150387641,5559,480,1155,978,0.06056619656927901,0.05761519787578013,0.05878230623819569,0.06001255587508389,0.2412124650123594,0.015207606152031103,0.0,0.0,0.0,0.0,-3386.706384212313,0.0,0.0,False,True,1.0,0.0,2.6480553854724564e-27,13.85,0.35,-0.35,13.497451076840886,13.839194391403858,14.178622668444453,266.02371,9.21707,-9.21707,measured,0.626,catalogue,49.02415325114898,2292.0839,catalogue,1758.8252620530166,derived_from_insolation_albedo_0.306,0.306,1.915291,0.0312,0.075,2457311.7514,0.00039,-0.00039,5599.0,1.56,1.1,0.3118,0.38,10.8,,638.7,290.8101704,-20.1663771,13.256,11.885,11.479,13.0983,12.5866,,,,,,,,Transit,2015.0,HATSouth,1,1,0.0,0.0,1.0,1.0,7.0,7.0,0.3829506984000155,6.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,38.17336501914461,39.92574007064678,128.85102599905508,74.14772682908087,0.0312,catalogue,0.048849224988257396,3.4205709549076695e-05,0.3,TIC 12611594,,
Kepler-412 b,Kepler-412,b,False,5475,0.057286662300533996,True,0.05770237717158415,0.0,0.9258548187469471,0.8454633722030636,5575,480,1016,1052,0.05830164069007902,0.05591936555571028,0.05770237717158415,0.05969406078599396,0.21570821982272476,0.015757773671993307,0.0,0.0,0.0,0.0,-3124.9307457350637,0.0,0.0,False,True,1.0,0.0,6.476924306828627e-30,15.031269,0.493196,-0.515614,14.516370811840126,15.041861407228847,15.507990910834012,299.07803,39.72875,-6.03877,measured,0.52,catalogue,49.89640396604498,2144.307,catalogue,1729.7638154459498,derived_from_insolation_albedo_0.306,0.306,1.7208604,0.02897,0.0038,2454966.02122,2e-05,-2e-05,5750.0,1.287,1.167,0.26854,0.27,5.37,G3 V,1086.24,286.1103053,43.6809612,14.399,13.19,12.837,14.2486,13.8046,,,,,,,,Transit,2014.0,Kepler,1,1,1.0,0.0,1.0,1.0,14.0,14.0,0.2845431771087747,6.0,True,True,0.8333333333333334,10.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,34.386669664588275,34.928582328012354,143.91144317047306,1.8919472154328194,0.02897,catalogue,0.026669980851377225,4.6730728189002025e-05,0.3,TIC 158170594,,
HD 6860 b,HD 6860,b,False,5476,0.057257880172642606,True,0.08650784467541817,0.0,0.5241593930128359,,5278,480,5424,,0.08659085611426458,0.08469894752056789,0.08650784467541817,0.08863790595599641,0.3178139065680362,0.023592348250488334,0.0,0.0,0.0,0.0,-646.9581846690238,0.0,0.0,False,True,1.0,0.0,4.3036226246244867e-23,11.9,,,11.9,11.9,11.9,8981.83078182,651.54823435,-689.68764319,msini_lower_limit,29.3,catalogue,307.31500708216674,406.4355,catalogue,1141.3345800784437,derived_from_insolation_albedo_0.306,0.306,663.87,2.03,0.28,,,,3802.0,86.4,2.49,3.22398,-0.03,,M0 III,61.12469,17.432979,35.620499,2.06763,-0.957,-1.846,,0.381,,,,,,,,Radial Velocity,2023.0,Bohyunsan Optical Astronomical Observatory,0,1,0.0,0.0,1.0,1.0,1.0,1.0,,3.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.33333333333333337,4,,,370.6574344091655,,2.03,catalogue,33.210802377893444,5.964995108545843e-09,0.3,TIC 174500619,HD 6860,HIP 5447
KELT-7 b,KELT-7,b,False,5477,0.05724548575393589,True,0.056325732312545534,0.0,0.9549384802021904,1.0,5589,480,464,1,0.057039402087851916,0.05404128762107981,0.056325732312545534,0.05869925497087562,0.18990135380229908,0.017132544478470468,0.0,0.0,0.0,0.0,-2337.589361820565,0.0,0.0,False,True,1.0,0.0,3.546970058810959e-36,17.9344,0.67254,-0.67254,17.261188676716802,17.925393922660206,18.604180284969388,441.7837,69.9226,-69.9226,measured,0.442,catalogue,55.51830943896267,1775.39,catalogue,1650.0173446850608,derived_from_insolation_albedo_0.306,0.306,2.73477,0.04415,0.0,2459109.138447,5.1e-05,-5.1e-05,6768.0,1.81,1.76,0.758,0.0,1.3,F,136.681,78.2955912,33.3179532,8.56,7.739,7.543,8.45173,8.14847,,,,,,,,Transit,2015.0,KELT,1,1,0.0,0.0,1.0,1.0,10.0,10.0,0.04217933164841341,5.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,1.0,0.0,0.8333333333333334,1,234.7146512494904,221.44029989330411,138.51676770957104,7.148537250319116,0.04415,catalogue,0.32301490331501814,2.8643133867316473e-05,0.3,TIC 367366318,HD 33643,HIP 24323
WASP-63 b,WASP-63,b,False,5478,0.05721699955657488,True,0.056398593652661116,0.0,0.951315854465684,1.0,5588,480,522,1,0.05722526845181328,0.05095090790554497,0.056398593652661116,0.06214368003588659,0.121923954579206,0.026858801953103622,0.0,0.0,0.0,0.0,-1636.3922586775636,0.0,0.0,False,True,1.0,0.0,1.2449725421650014e-31,15.80469,1.56926,-1.56926,14.230803439441576,15.832204881525579,17.40221427464155,117.5971,28.6047,-28.6047,measured,0.173,catalogue,30.512664237453546,1103.2708,catalogue,1464.9931637945226,derived_from_insolation_albedo_0.306,0.306,4.37808,0.0574,0.0,2458574.77102,0.00017,-0.00017,5550.0,1.86,1.28,0.44936,0.08,8.3,,290.684,94.3363562,-38.3233826,11.155,9.818,9.393,10.9185,10.439,,,,,,,,Transit,2012.0,SuperWASP,1,1,0.0,0.0,1.0,1.0,7.0,7.0,0.07236787945263425,6.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,1.0,0.0,0.0,0.8333333333333334,1,194.77311766507526,72.37823597387468,38.98597740863663,7.753945256861182,0.0574,catalogue,0.19746528876718358,1.3160016195865606e-05,0.3,TIC 393414358,,
TOI-2046 b,TOI-2046,b,False,5479,0.05719823837175698,True,0.05876175248984437,0.0,0.8970114318464458,0.9574562624313518,5560,480,1380,538,0.058874055570551656,0.05545953267570865,0.05876175248984437,0.06235695208558974,0.28225959219741775,0.012280023478883616,0.0,0.0,0.0,0.0,-3666.856886380657,0.0,0.0,False,True,1.0,0.0,1.8964623563322026e-32,16.14093221,1.23298788,-1.23298788,14.940995275337228,16.208546548576074,17.387343854759237,731.0053361,88.99195396,-88.99195396,measured,0.955,catalogue,75.27846967762302,2643.655,catalogue,1822.7044831244839,derived_from_insolation_albedo_0.306,0.306,1.4971842,,,2457792.2767,0.0024,-0.0022,6250.0,1.21,1.13,0.27967,-0.06,0.45,F8 V,289.668,16.1849423,74.3313055,11.552,10.415,10.094,11.4128,10.996,,,,,,,,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),1,1,0.0,0.0,1.0,1.0,2.0,2.0,0.006909792839320667,4.0,True,True,0.7,7.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8,1,74.53646421631261,158.24855103119705,376.16126795050036,15.344061289087188,0.026677767806127236,derived_from_period_and_stellar_mass,0.09209773881176808,6.354282156616914e-05,0.3,TIC 468574941,,
WASP-18 b,WASP-18,b,False,5480,0.05719672218667954,True,0.05541949731514541,0.0,0.9735470592994987,0.9141181805630978,5593,480,259,728,0.055858069192364565,0.052923787355793124,0.05541949731514541,0.0578780020352628,0.5365615584602291,0.005815034351049687,0.0,0.0,0.0,0.0,-7905.421033843203,0.0,0.0,False,True,1.0,0.0,2.3038602428570586e-27,13.89913607,0.88550948,-0.88550948,12.990111458157866,13.867042285665514,14.751208110131062,3241.8497514,111.23994245,-111.23994245,measured,6.6,catalogue,170.83519713063146,5805.0,catalogue,2218.787053562591,derived_from_insolation_albedo_0.306,0.306,0.94145223,0.02024,0.0051,2456740.8056,0.00019,-0.00019,6432.0,1.319,1.294,0.42813,0.107,1.57,F6 IV-V,123.483,24.3544618,-45.6777937,9.28,8.409,8.131,9.16617,8.8287,,,,,,,,Transit,2009.0,SuperWASP,1,1,1.0,0.0,2.0,1.0,19.0,19.0,0.22044117250417894,2.0,True,True,1.0,12.0,0.0,0,1689,True,,"Anglo Australian Telescope, Hubble Space Telescope satellite, NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission, Spitzer Space Telescope satellite",0.0,8.0,0.0,1.0,0,27.692013948193807,313.6140664586799,1772.4148426265835,2.1326946629051236,0.02024,catalogue,0.1639092020763992,8.185832273940818e-05,0.3,TIC 100100827,HD 10069,HIP 7562
HATS-23 b,HATS-23,b,False,5481,0.05717206377830882,True,0.060045913340160656,0.0,0.8686776361622053,0.9526152929909598,5546,480,1566,553,0.06020024853703448,0.05291365256827685,0.060045913340160656,0.07234302713086951,0.14753560477578673,0.024564036114728405,0.0,0.0,0.0,0.0,-1444.8413783076476,0.0,0.0,False,True,1.0,0.0,1.9127274350145327e-42,20.84874,3.3627,-4.4836,16.499820466670634,20.812008741166558,24.145805679451414,467.2101,22.88376,-22.88376,measured,0.29,catalogue,52.95305486286453,994.8004,catalogue,1427.5753978636994,derived_from_insolation_albedo_0.306,0.306,2.1605156,0.03397,0.114,2457072.85266,0.0007,-0.0007,5780.0,1.199,1.121,0.15534,0.28,4.2,G V,639.004,286.36675,-50.0673496,13.84,12.636,12.262,13.752,13.2851,,,,,,,,Transit,2017.0,HATSouth,1,1,0.0,0.0,1.0,1.0,3.0,3.0,0.49700958219555413,3.0,True,True,0.9166666666666666,11.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,72.08516202848436,73.8681352932118,215.39085391901418,16.31540794395286,0.03397,catalogue,0.05316085658305738,6.53847967316206e-05,0.3,TIC 7088246,,
KELT-2 A b,KELT-2 A,b,False,5482,0.05716483232969548,True,0.05613188094997974,0.0,0.9541624082388332,1.0,5590,480,482,1,0.0568988305479487,0.05341336624205023,0.05613188094997974,0.0589435411090052,0.2809076004031513,0.011525059888297209,0.0,0.0,0.0,0.0,-4278.023981851056,0.0,0.0,False,True,1.0,0.0,3.940489825674439e-30,15.13215,0.89672,-0.89672,14.231707475207987,15.141249550600321,16.03849783978771,540.311,69.9226,-69.9226,measured,0.91,catalogue,66.84153284451342,3108.45,catalogue,1898.0211110808377,derived_from_insolation_albedo_0.306,0.306,4.11379,0.05497,0.0,2459467.198989,8e-05,-8e-05,6327.0,1.93,1.54,0.6889,0.0,3.97,F8,134.058,92.6640226,30.9571333,8.68,7.669,7.346,8.58393,8.22398,,,,,,,,Transit,2012.0,KELT,1,1,0.0,0.0,2.0,1.0,5.0,5.0,0.04864659800972387,5.0,True,True,0.6666666666666666,8.0,0.0,0,2,True,,Spitzer Space Telescope satellite,0.0,1.0,0.0,0.8333333333333334,1,120.44880539992707,202.92830084292842,161.58607193947896,10.627824371902276,0.05497,catalogue,0.4100463978278059,1.3154006323557564e-05,0.3,TIC 97735908,HD 42176,HIP 29301
TOI-2049 b,TOI-2049,b,False,5483,0.05711511901549635,True,0.05817584834841984,0.0,0.9044082790942315,0.7752658640985001,5572,480,1225,1349,0.05832994912046219,0.053328672289758974,0.05817584834841984,0.06391737525093641,0.22097335685405592,0.015397254279133958,0.0,0.0,0.0,0.0,-2842.9314240122267,0.0,0.0,False,True,1.0,0.0,2.0245683593218496e-33,16.64533634,0.79583763,-0.75100171,15.874715266687556,16.65599030937128,17.42393969514752,486.27746271,57.20911326,-57.20911326,measured,0.578,catalogue,60.46034185763009,2032.0,catalogue,1706.6560043983704,derived_from_insolation_albedo_0.306,0.306,5.303468,0.06919,0.054,2458768.846,0.011,-0.012,6164.0,3.2,1.57,1.1038,0.311,2.2,,571.487,346.9098199,56.694513,11.413,9.867,9.465,11.2091,10.6568,,,,,,,,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),1,1,0.0,0.0,1.0,1.0,2.0,2.0,0.34526939910777305,2.0,True,True,1.0,12.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,21.17374079849502,29.563071653364066,132.1160375120298,53.55251389057287,0.06919,catalogue,0.12107012058017068,1.0046313671275201e-05,0.3,TIC 314835525,,
WASP-92 b,WASP-92,b,False,5484,0.05710478767250986,True,0.05654042959990514,0.0,0.9405618052199078,0.9736852014320906,5587,480,774,467,0.05765838875742925,0.054012852903958186,0.05654042959990514,0.059299083954828836,0.172201489423042,0.019305813237977715,0.0,0.0,0.0,0.0,-2242.654634683374,0.0,0.0,False,True,1.0,0.0,8.304319663493386e-33,16.376349,0.863093,-0.863093,15.515304445157634,16.373706449599773,17.239020635213308,255.85315,21.61244,-21.61244,measured,0.346,catalogue,44.21418830876107,1622.2528,catalogue,1613.2240959413086,derived_from_insolation_albedo_0.306,0.306,2.1746742,0.0348,0.0,2456381.2834,0.00027,-0.00027,6280.0,1.341,1.19,0.27461,0.0,2.29,F7,575.889,246.6920395,51.0411328,12.951,11.834,11.519,12.8183,12.423,,,,,,,,Transit,2016.0,SuperWASP,1,1,0.0,0.0,1.0,1.0,7.0,7.0,0.1619849565007686,4.0,True,True,0.9166666666666666,11.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,83.37879306761087,56.72806788956862,112.40890774530295,6.4974031903215,0.0348,catalogue,0.060428311705901655,3.844004852400941e-05,0.3,TIC 162689341,,
HD 103774 b,HD 103774,b,False,5485,0.05707490172372942,True,0.07398332030878092,0.0,0.6441593930128359,,5423,480,2591,,0.07395000348706553,0.07195147319351987,0.07398332030878092,0.07613880604255405,0.16083482728562049,0.034001360949177495,0.0,0.0,0.0,0.0,-965.6375131906246,0.0,0.0,False,True,1.0,0.0,3.924395857947463e-26,13.3,,,13.3,13.3,13.3,116.0,7.0,-7.0,msini_lower_limit,0.271,catalogue,33.03527976987155,714.1738,catalogue,1314.0625718377892,derived_from_insolation_albedo_0.306,0.306,5.8881,0.07,0.09,,,,6489.0,1.581047,1.335,0.544,0.28,1.05,F5 V,56.4089,179.2310729,-12.1079951,7.13463,6.269,6.0,7.00938,6.6793,,,,,,,,Radial Velocity,2013.0,La Silla Observatory,0,1,0.0,0.0,2.0,1.0,1.0,1.0,,4.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,1.0,0.0,0.8333333333333334,1,,,34.014349056223736,,0.07,catalogue,1.2409389298497222,6.266361522317044e-06,0.3,TIC 180205814,HD 103774,HIP 58263
HD 75289 b,HD 75289,b,False,5486,0.05697111002654032,True,0.07112485613101936,0.0,0.6757542162385498,,5455,480,2215,,0.0710610878921665,0.0703195510179215,0.07112485613101936,0.07191375504153627,0.16616864820159447,0.03038887459860649,0.0,0.0,0.0,0.0,-1153.7202569660642,0.0,0.0,False,True,1.0,0.0,4.359610000063112e-28,14.2,,,14.2,14.2,14.2,155.7367,9.5349,-9.5349,msini_lower_limit,0.299,catalogue,37.044703811910786,821.3488,catalogue,1360.8083763091508,derived_from_insolation_albedo_0.306,0.306,3.50927,0.05,0.03,,,,6117.0,1.23,1.29,0.31247,0.26,5.6,G0,29.1158,131.9181715,-41.7377748,6.35,5.346,5.012,6.21047,5.828,,,,,,,,Radial Velocity,1999.0,La Silla Observatory,0,1,0.0,0.0,2.0,1.0,4.0,4.0,,5.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,3.0,1.0,0.0,0.6666666666666667,2,,,55.314929483162196,,0.05,catalogue,1.717280651742353,1.4000544458282639e-05,0.3,TIC 181741837,HD 75289,HIP 43177
Kepler-1004 b,Kepler-1004,b,False,5487,0.0569290275699895,True,0.08397276084908366,0.0,0.534,0.5962771831870287,5315,480,5167,2325,0.08418081734006051,0.07678466858046971,0.08397276084908366,0.08917668455936728,0.316151331362177,0.022414613841757244,0.0,0.0,0.0,0.0,-2492.234401942017,0.0,0.0,False,True,1.0,0.0,6.778410647591463e-11,6.28,0.78,-0.44,5.848295392012291,6.2829386732307855,7.032186199586133,32.5,,,inferred_mass_radius,0.721,catalogue,25.447004910542955,1610.087,catalogue,1610.191030130592,derived_from_insolation_albedo_0.306,0.306,5.28789787,0.06791,0.0,2454968.36353,0.00189,-0.00189,4972.0,3.39,1.11,0.71341,-0.04,7.76,,1152.68,297.3593427,49.7975464,13.705,11.7,11.06,13.3998,12.7216,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,1.526093088857546,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,6.149383094211535,2.1190556171268047,11.126907282415342,24.733156469031606,0.06791,catalogue,0.05891487663531942,1.4844311918508983e-06,0.3,TIC 28159194,,
NGTS-10 b,NGTS-10,b,False,5488,0.05682730409077514,True,0.05854470100460827,0.0,0.8785077244378705,0.9404546479121763,5564,480,1536,611,0.058730592538875505,0.05688374838613516,0.05854470100460827,0.0602473828908745,0.3510243718283219,0.009826333373952691,0.0,0.0,0.0,0.0,-5863.614401153896,0.0,0.0,False,True,1.0,0.0,2.0965597055823173e-27,13.89913607,0.56044903,-0.56044903,13.326286060904444,13.88589994898438,14.462456694075959,687.14846,29.24036,-34.00781,measured,1.43,catalogue,78.65135344758548,3716.1785,catalogue,1984.6741298538311,derived_from_insolation_albedo_0.306,0.306,0.7668944,0.0143,0.0,2460015.082427,1.3e-05,-1.3e-05,4567.0,0.7,0.696,-0.75673,-0.02,10.4,K,324.69865036,91.8722801,-25.5948963,14.506,12.392,11.728,14.2604,13.605,,,,,,,,Transit,2020.0,Next-Generation Transit Survey (NGTS),1,1,0.0,0.0,2.0,1.0,3.0,3.0,0.4150921798983439,4.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,66.27716812860677,272.22379713884015,610.0538884758798,,0.0143,catalogue,0.04404083596942981,0.00016398789199203572,0.3,TIC 37348844,,
Kepler-1613 b,Kepler-1613,b,False,5489,0.056821482483134435,True,0.08426145791143488,0.0,0.5274358974358975,0.6873365433633692,5309,480,5346,1710,0.08616634403301462,0.07544905871557837,0.08426145791143488,0.09188805771298574,0.736604661508769,0.010079543657527407,0.0,0.0,0.0,0.0,-9667.65337450345,0.0,0.0,False,True,1.0,0.0,0.07990322061251559,2.08,0.44,-0.51,1.592733900233521,2.0887325398991,2.5240618694119346,4.98,,,inferred_mass_radius,3.04,catalogue,17.308435694548127,6797.623,catalogue,2308.0984842954317,derived_from_insolation_albedo_0.306,0.306,1.5184299,0.02755,0.0,2454965.131,0.109,-0.109,6005.0,1.12,1.08,0.63777,0.01,3.55,,1508.33,289.8750066,43.4209318,14.192,12.999,12.653,14.068,13.6493,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.7213675213675212,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,11.53478834894771,1.3891408841241244,2.632110720504128,1431.8278025098568,0.02755,catalogue,0.018265233735323173,9.89445114497895e-07,0.3,TIC 159180076,,
WASP-94 A b,WASP-94 A,b,False,5490,0.056797584598804705,True,0.05559754280531462,0.0,0.9424137877378015,1.0,5591,480,721,1,0.05173795454618289,0.050799766327376386,0.05559754280531462,0.06059037360526973,0.09686223145743712,0.027635290869786795,0.0,0.0,0.0,0.0,-1410.5756961912298,0.0,0.0,False,True,1.0,0.0,1.1649502949100981e-35,17.71022,1.45717,-1.45717,16.26155708560607,17.687559966799473,19.159826857231216,158.915,41.3179,-41.3179,measured,0.118,catalogue,33.507751274696126,1009.38,catalogue,1432.7774607887118,derived_from_insolation_albedo_0.306,0.306,3.95019,0.055,0.0,2458300.64763,0.00013,-0.00013,6170.0,1.48,1.67,0.50992,0.26,2.7,F8,211.211,313.7832393,-34.1357512,10.051,9.159,8.874,10.0285,9.6433,,,,,,,,Transit,2014.0,SuperWASP,1,1,0.0,0.0,2.0,2.0,6.0,6.0,0.14655176885165458,6.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,424.34614291837994,155.21060954965446,45.66233178812058,6.131498355997497,0.055,catalogue,0.2604031040049997,1.7998270646190127e-05,0.3,TIC 92352620,,
GPX-1 b,GPX-1,b,False,5491,0.05678059158021164,True,0.05481596494421079,0.0,0.9601293881959446,0.5395761708422279,5600,480,389,2866,0.054342404116581464,0.05257491509128031,0.05481596494421079,0.05707733766168801,0.4793606907293938,0.006160490299436999,0.0,0.0,0.0,0.0,-5996.865553036578,0.0,0.0,False,True,0.8385,0.0,5.395080421444414e-33,16.47720163,1.12089807,-1.12089807,15.337684912163622,16.459964112708395,17.612323232974806,6261.2196179,508.5254512,-508.5254512,measured,8.222423,catalogue,218.05324574435852,4650.0,catalogue,2099.076687470059,derived_from_insolation_albedo_0.306,0.306,1.744579,0.0338,0.0,2458770.23823,0.0004,-0.0004,7000.0,1.56,1.68,0.72673,0.35,0.27,F2,655.013,38.3691648,56.025708,12.316,11.357,11.181,12.2228,11.9004,,,,,,,,Transit,2021.0,Acton Sky Portal Observatory,1,1,0.0,0.0,1.0,1.0,3.0,3.0,0.06824498191439357,2.0,True,True,1.0,12.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,4.1565069644930706,64.87998216062643,2336.105885092809,24.64801119843952,0.0338,catalogue,0.05160202927270145,4.125169106751818e-05,0.3,TIC 245392284,,
Kepler-76 b,Kepler-76,b,False,5492,0.05676296413539842,True,0.05476776343748359,0.0,0.9601194238478421,0.8094278861340044,5602,480,390,1215,0.05610914908995018,0.05105700196496414,0.05476776343748359,0.058847968220057986,0.3054864930075366,0.010305649132318882,0.0,0.0,0.0,0.0,-4891.196774467764,0.0,0.0,False,True,1.0,0.0,2.205626171420048e-30,15.24424,1.34508,-1.34508,13.89800236893292,15.25730826865368,16.593020922146163,638.8383,117.5971,-111.2405,measured,1.1,catalogue,72.41314316625548,3583.673,catalogue,1966.740951618494,derived_from_insolation_albedo_0.306,0.306,1.5449298,0.0274,0.0,2454966.54841,1e-05,-2e-05,6409.0,1.32,1.2,0.45116,-0.1,0.62,F,822.96,294.1921185,39.6189727,13.474,12.343,12.092,13.2755,12.8939,,,,,,,,Orbital Brightness Modulation,2013.0,Kepler,1,1,0.0,0.0,1.0,1.0,13.0,13.0,0.33233813460131667,6.0,True,True,0.8333333333333334,10.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,26.809187887952106,51.37098599508613,312.6061588874998,2.8098755975992957,0.0274,catalogue,0.033294449304947994,5.3730226871283914e-05,0.3,TIC 138644215,,
WASP-62 b,WASP-62,b,False,5493,0.056699971536678065,True,0.054854628913848805,0.0,0.9537460877286307,1.0,5599,480,489,1,0.05385244704716431,0.05174231246718637,0.054854628913848805,0.057938361582409836,0.1536668727884986,0.01887255203637291,0.0,0.0,0.0,0.0,-2526.1615533554173,0.0,0.0,False,True,1.0,0.0,2.2805312846325102e-29,14.79588,0.89672,-0.89672,13.91145895589223,14.790111852286032,15.668301117177863,165.2716,25.4264,-25.4264,measured,0.262,catalogue,37.38552902937334,1817.8874,catalogue,1659.8040196098784,derived_from_insolation_albedo_0.306,0.306,4.41195,0.0571,0.0,2458851.099338,2.7e-05,-2.7e-05,6230.0,1.23,1.11,0.3456,0.04,2.6,,175.631,87.1398205,-63.9883286,10.213,9.272,8.944,10.0721,9.7109,,,,,,,,Transit,2012.0,SuperWASP,1,1,0.0,0.0,1.0,1.0,12.0,12.0,0.05211593559474545,6.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,1.0,0.0,0.0,0.8333333333333334,1,378.81636415290313,190.13457631540058,60.090088477669134,3.577171298106928,0.0571,catalogue,0.32511344808148906,1.1655143611942648e-05,0.3,TIC 149603524,,
Kepler-1373 b,Kepler-1373,b,False,5494,0.05661593630284831,True,0.08701022196912445,0.0,0.497,0.26948432060116206,5270,480,5836,4109,0.09474446784180321,0.07535994966117208,0.08701022196912445,0.09423862095417135,0.9645396150231782,0.009306527224815722,0.0,0.0,0.0,0.0,-11576.808828336183,0.0,0.0,False,True,1.0,0.0,0.9013389432239101,1.16,0.54,-0.19,0.9697937438041576,1.1575617869148083,1.6923959430142639,1.65,,,inferred_mass_radius,5.81,catalogue,13.340981824231783,8385.9,catalogue,2432.497972376296,derived_from_insolation_albedo_0.306,0.306,1.29123275,0.02598,0.0,2454964.98938,0.0042,-0.0042,6299.0,1.33,1.22,0.77358,0.03,2.51,,1699.46,285.7520229,39.2491731,14.328,13.121,12.789,14.0717,13.6801,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.975,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,0.6433583794262724,0.292559048199134,0.8486610634073061,54.61719182290341,0.02598,catalogue,0.015287208878114224,3.4605563852378863e-07,0.3,TIC 120627712,,
WASP-159 b,WASP-159,b,False,5495,0.056591712840281874,True,0.05541829356200799,0.0,0.9330328759498661,0.907320995140131,5594,480,927,756,0.05654339161858068,0.05220475316436732,0.05541829356200799,0.058891189014725696,0.1570850480758808,0.02035302006711534,0.0,0.0,0.0,0.0,-2248.1114720593023,0.0,0.0,False,True,1.0,0.0,7.757072472063267e-31,15.46842,1.00881,-1.00881,14.48737269228661,15.466306575711004,16.477828803925938,174.8065,25.4264,-25.4264,measured,0.28,catalogue,37.60370403968891,1599.92,catalogue,1607.6430744795084,derived_from_insolation_albedo_0.306,0.306,3.840401,0.0538,0.0,2457668.0849,0.0009,-0.0009,6120.0,2.11,1.41,0.678,0.22,3.4,F9,715.383,68.1364792,-38.9682973,12.836,11.309,11.017,12.2951,11.8831,,,,,,,,Transit,2018.0,SuperWASP-South,1,1,0.0,0.0,1.0,1.0,5.0,5.0,0.22472603375111727,4.0,True,True,0.9166666666666666,11.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,52.71849279482299,26.40042297199956,56.755039256058595,12.75672333000916,0.0538,catalogue,0.07520447089181598,1.4349461544337303e-05,0.3,TIC 77156657,,
